Made a mistake? Undo your last move!,Text,,Made a mistake? Undo your last move!,Làm sai rồi? Hoàn tác bước cuối cùng!,出错了吗？撤销上一步操作！,실수했나요? 마지막 동작을 취소하세요!,間違えた？最後の動きを取り消そう！,,,,,,,,,,
Meat,Text,,Meat,Thịt,肉类,고기,肉,,,,,,,,,,
Mini Bundle,Text,,Mini Bundle,Gói nhỏ,迷你礼包,미니 번들,ミニバンドル,,,,,,,,,,
Mini Grill,Text,,Mini Grill,Vỉ nướng mini,迷你烤架,미니 그릴,ミニグリル,,,,,,,,,,
Mini Tray,Text,,Mini Tray,Khay nhỏ,迷你托盘,미니 트레이,ミニトレイ,,,,,,,,,,
Mini trays only one item!,Text,,Mini trays only one item!,Khay nhỏ chỉ chứa được một món!,迷你托盘只能放一个物品！,미니 트레이는 하나만 담을 수 있어요!,ミニトレイには1つのアイテムしか置けません！,,,,,,,,,,
More Offers!,Text,,More Offers!,Nhiều ưu đãi hơn!,更多优惠！,더 많은 혜택!,より多くのオファー！,,,,,,,,,,
More lives,Text,,More lives,Thêm mạng,更多生命,추가 생명,ライフを追加,,,,,,,,,,
Music,Text,,Music,Âm nhạc,音乐,음악,音楽,,,,,,,,,,
New booster unlocked!,Text,,New booster unlocked!,Đã mở khóa vật phẩm tăng cường mới!,新助推器已解锁！,새 부스터가 잠금 해제되었습니다!,新しいブースターがアンロックされました！,,,,,,,,,,
Next life in:,Text,,Next life in:,Mạng tiếp theo sau:,下一条命在：,다음 생명까지:,次のライフまで：,,,,,,,,,,
Noodle,Text,,Noodle,Mì,面条,면,ヌードル,,,,,,,,,,
Octochef!,Text,,Octochef!,Octochef!,章鱼厨师！,옥토셰프!,オクトシェフ！,,,,,,,,,,
Octopus,Text,,Octopus,Bạch tuộc,章鱼,문어,タコ,,,,,,,,,,
"Once all pickup turns are used, the tray will be locked!",Text,,"Once all pickup turns are used, the tray will be locked!","Khi đã nhặt hết lượt, khay sẽ bị khóa!",取完所有次数后，托盘将被锁定！,모든 픽업 턴이 소모되면 트레이가 잠깁니다!,すべての取得回数を使い切るとトレイがロックされます！,,,,,,,,,,
Oven,Text,,Oven,Lò nướng,烤箱,오븐,オーブン,,,,,,,,,,
Over Mitts,Text,,Over Mitts,Găng tay lò nướng,烤箱手套,오븐 장갑,オーブンミット,,,,,,,,,,
Oyster,Text,,Oyster,Hàu,牡蛎,굴,牡蠣,,,,,,,,,,
Pizza,Text,,Pizza,Bánh pizza,比萨,피자,ピザ,,,,,,,,,,
Play,Text,,Play,Chơi,玩,플레이,プレイ,,,,,,,,,,
Pork Leg,Text,,Pork Leg,Chân giò heo,猪腿,돼지 다리,豚足,,,,,,,,,,
Pork Skewers,Text,,Pork Skewers,Thịt xiên heo,猪肉串,돼지고기 꼬치,豚串,,,,,,,,,,
Pretzel,Text,,Pretzel,Bánh xoắn,扭结饼,프레첼,プレッツェル,,,,,,,,,,
Privacy Policy,Text,,Privacy Policy,Chính sách bảo mật,隐私政策,개인정보 보호정책,プライバシーポリシー,,,,,,,,,,
Quit,Text,,Quit,Thoát,退出,나가기,終了,,,,,,,,,,
Rate,Text,,Rate,Đánh giá,评分,평가하기,評価する,,,,,,,,,,
Raw Meat,Text,,Raw Meat,Thịt sống,生肉,생고기,生肉,,,,,,,,,,
Red Velvet,Text,,Red Velvet,Bánh nhung đỏ,红丝绒,레드벨벳,レッドベルベット,,,,,,,,,,
Refill,Text,,Refill,Nạp lại,补充,리필,リフィル,,,,,,,,,,
Refresh all items!,Text,,Refresh all items!,Làm mới tất cả món!,刷新所有物品！,모든 아이템 새로고침!,すべてのアイテムをリフレッシュ！,,,,,,,,,,
Remove an item from the plate,Text,,Remove an item from the plate,Gỡ một món khỏi đĩa,从盘子中移除一个物品,접시에서 아이템 하나 제거,皿からアイテムを取り除く,,,,,,,,,,
Rescue Pack,Text,,Rescue Pack,Gói cứu trợ,救援包,구조 팩,レスキューパック,,,,,,,,,,
Restore,Text,,Restore,Khôi phục,恢复,복원,復元,,,,,,,,,,
Retry,Text,,Retry,Thử lại,重试,재도전,リトライ,,,,,,,,,,
Reward,Text,,Reward,Phần thưởng,奖励,보상,報酬,,,,,,,,,,
Roast Beef,Text,,Roast Beef,Thịt bò quay,烤牛肉,로스트비프,ローストビーフ,,,,,,,,,,
Salmon,Text,,Salmon,Cá hồi,三文鱼,연어,サーモン,,,,,,,,,,
Sausage,Text,,Sausage,Xúc xích,香肠,소시지,ソーセージ,,,,,,,,,,
Scallops,Text,,Scallops,Sò điệp,扇贝,가리비,ホタテ,,,,,,,,,,
Sea Food,Text,,Sea Food,Hải sản,海鲜,해산물,シーフード,,,,,,,,,,
Secret items hide their color until sorted correctly!,Text,,Secret items hide their color until sorted correctly!,Vật phẩm bí mật ẩn màu cho đến khi được sắp đúng!,秘密物品会隐藏颜色，直到正确排序！,비밀 아이템은 올바르게 정리할 때까지 색이 숨겨집니다!,秘密のアイテムは正しく並べるまで色が隠れています！,,,,,,,,,,
Select any item to match,Text,,Select any item to match,Chọn bất kỳ món nào để ghép,选择任意物品进行匹配,아이템을 선택하여 매치하세요,アイテムを選んでマッチさせよう,,,,,,,,,,
Send,Text,,Send,Gửi,发送,보내기,送信,,,,,,,,,,
Set Completed!,Text,,Set Completed!,Hoàn thành bộ sưu tập!,套装完成！,세트 완성!,セット完成！,,,,,,,,,,
Settings,Text,,Settings,Cài đặt,设置,설정,設定,,,,,,,,,,
Shake,Text,,Shake,Lắc,摇动,흔들기,シェイク,,,,,,,,,,
Shop,Text,,Shop,Cửa hàng,商店,상점,ショップ,,,,,,,,,,
Show your love by giving 5 Stars !,Text,,,,,,,,,,,,,,,,
Show your love by giving 5 Stars!,Text,,,,,,,,,,,,,,,,
Shrimp,Text,,Shrimp,Tôm,虾,새우,エビ,,,,,,,,,,
Shuffle,Text,,Shuffle,Xáo trộn,洗牌,섞기,シャッフル,,,,,,,,,,
Skewer Collection,Text,,Skewer Collection,Bộ sưu tập xiên,串收藏,꼬치 컬렉션,串コレクション,,,,,,,,,,
So Close!,Text,,So Close!,Suýt nữa thôi!,差一点！,거의 다 왔어요!,もう少し！,,,,,,,,,,
Sort items to break ice layers. You can move the items once all the ice is cleared!,Text,,Sort items to break ice layers. You can move the items once all the ice is cleared!,Sắp xếp món để phá lớp băng. Có thể di chuyển món khi băng được phá hết!,排序物品以打破冰层。冰层清除后可移动物品！,아이템을 정리해 얼음을 깨세요. 얼음이 모두 녹으면 이동할 수 있습니다!,アイテムを並べて氷を壊そう。氷がすべて溶けたら動かせます！,,,,,,,,,,
Sort the bomb-tagged item within the number of moves shown on the bomb!,Text,,Sort the bomb-tagged item within the number of moves shown on the bomb!,Sắp xếp món có biểu tượng bom trong số lượt cho phép!,在炸弹显示的步数内排序带炸弹的物品！,폭탄에 표시된 횟수 안에 폭탄 아이템을 정리하세요!,ボムに表示された手数以内にボム付きアイテムを並べよう！,,,,,,,,,,
Sort the correct items shown on the lid to unlock this tray!,Text,,Sort the correct items shown on the lid to unlock this tray!,Sắp xếp đúng món trên nắp để mở khóa khay này!,按盖子上显示的物品正确排序以解锁托盘！,뚜껑에 표시된 아이템을 맞게 정리해 트레이를 여세요!,フタに表示されたアイテムを正しく並べてこのトレイを解除しよう！,,,,,,,,,,
Sort the items with matching key to unlock the locked tray!,Text,,Sort the items with matching key to unlock the locked tray!,Sắp xếp đúng vật có chìa khóa để mở khay khóa!,使用匹配钥匙的物品排序以解锁锁定托盘！,열쇠와 일치하는 아이템을 정리해 잠긴 트레이를 여세요!,鍵に対応するアイテムを並べてロックされたトレイを解除しよう！,,,,,,,,,,
Sound,Text,,Sound,Âm thanh,声音,사운드,サウンド,,,,,,,,,,
Spatula,Text,,Spatula,Xẻng lật,铲子,주걱,スパチュラ,,,,,,,,,,
Squid,Text,,Squid,Mực,鱿鱼,오징어,イカ,,,,,,,,,,
Star Chest,Text,,Star Chest,Rương sao,星箱,별 상자,スター チェスト,,,,,,,,,,
Starter,Text,,Starter,Khởi đầu,入门,스타터,スターター,,,,,,,,,,
Starter Bundle,Text,,Starter Bundle,Gói khởi đầu,新手礼包,스타터 번들,スターターバンドル,,,,,,,,,,
Steak,Text,,Steak,Bít tết,牛排,스테이크,ステーキ,,,,,,,,,,
Strawberry,Text,,Strawberry,Dâu tây,草莓,딸기,いちご,,,,,,,,,,
Sweets,Text,,Sweets,Đồ ngọt,甜食,과자,スイーツ,,,,,,,,,,
Tacos,Text,,Tacos,Bánh taco,玉米饼,타코,タコス,,,,,,,,,,
Tap To Continue,Text,,Tap To Continue,Chạm để tiếp tục,点击继续,탭하여 계속,タップして続行,,,,,,,,,,
Tea Bag,Text,,Tea Bag,Túi trà,茶包,티백,ティーバッグ,,,,,,,,,,
Tea Time,Text,,Tea Time,Giờ trà,茶歇时间,티타임,ティータイム,,,,,,,,,,
Toaster,Text,,Toaster,Máy nướng bánh mì,烤面包机,토스터,トースター,,,,,,,,,,
Trays on conveyor moves continuously!,Text,,Trays on conveyor moves continuously!,Các khay trên băng chuyền di chuyển liên tục!,传送带上的托盘会持续移动！,컨베이어 위의 트레이가 계속 움직입니다!,コンベア上のトレイは動き続けます！,,,,,,,,,,
Ultra Bundle,Text,,Ultra Bundle,Gói tối thượng,终极礼包,울트라 번들,ウルトラバンドル,,,,,,,,,,
Undo,Text,,Undo,Hoàn tác,撤销,실행 취소,元に戻す,,,,,,,,,,
Unlock another plate!,Text,,Unlock another plate!,Mở khóa thêm một đĩa!,解锁另一个盘子！,다른 접시를 잠금 해제하세요!,もう1枚皿をアンロック！,,,,,,,,,,
Unlock another tray!,Text,,Unlock another tray!,Mở khóa thêm một khay!,解锁另一个托盘！,다른 트레이를 잠금 해제하세요!,もう1つトレイをアンロック！,,,,,,,,,,
Unlock at level,Text,,Unlock at level {[VALUE]},Mở khóa ở cấp {[VALUE]},在 {[VALUE]} 级解锁,{[VALUE]} 레벨에서 잠금 해제,{[VALUE]} レベルでアンロック,,,,,,,,,,
Unlock the tray!,Text,,Unlock the tray!,Mở khóa khay!,解锁托盘！,트레이 잠금 해제!,トレイをアンロック！,,,,,,,,,,
Unlock!,Text,,Unlock!,Mở khóa!,解锁！,잠금 해제!,アンロック！,,,,,,,,,,
Use your extra stars to open chest!,Text,,Use your extra stars to open chest!,Dùng sao dư để mở rương!,使用多余的星星来打开宝箱！,남은 별을 사용해 상자를 여세요!,余ったスターで宝箱を開けよう！,,,,,,,,,,
Vending Tray,Text,,Vending Tray,Khay bán hàng,自动售货托盘,벤딩 트레이,ベンディングトレイ,,,,,,,,,,
Video Bar,Text,,Video Bar,Thanh video,视频栏,비디오 바,ビデオバー,,,,,,,,,,
Vietnamese,Text,,Vietnamese,Tiếng Việt,越南语,베트남어,ベトナム語,,,,,,,,,,
WELL DONE!,Text,,WELL DONE!,Làm tốt lắm!,干得好！,잘했어요!,よくやった！,,,,,,,,,,
Waffle Maker,Text,,Waffle Maker,Máy làm bánh quế,华夫饼机,와플 기계,ワッフルメーカー,,,,,,,,,,
Watch Ads,Text,,Watch Ads,Xem quảng cáo,观看广告,광고 시청,広告を見る,,,,,,,,,,
Watch Video,Text,,Watch Video,Xem video,观看视频,영상 시청,動画を見る,,,,,,,,,,
Watch videos,Text,,Watch videos,Xem video,观看视频,영상 시청,動画を見る,,,,,,,,,,
Wine,Text,,Wine,Rượu vang,葡萄酒,와인,ワイン,,,,,,,,,,
You don't have enough stars,Text,,You don't have enough stars,Bạn không đủ sao,你的星星不够,별이 부족합니다,スターが足りません,,,,,,,,,,
You have,Text,,You have,Bạn có,你拥有,보유 중,所持,,,,,,,,,,
You have already received the reward,Text,,You have already received the reward,Bạn đã nhận phần thưởng rồi,您已领取奖励,이미 보상을 받았습니다,すでに報酬を受け取りました,,,,,,,,,,
You will lose a life!,Text,,You will lose a life!,Bạn sẽ mất một mạng!,你会失去一条命！,생명을 잃게 됩니다!,ライフを失います！,,,,,,,,,,
You'll miss out on:,Text,,You'll miss out on:,Bạn sẽ bỏ lỡ:,你将错过：,놓치게 됩니다:,見逃します：,,,,,,,,,,
