Continue level for FREE,Text,,Continue level for <color=#FFDE00>FREE</color>,Tiếp tục màn chơi <color=#FFDE00>MIỄN PHÍ</color>,<color=#FFDE00>免费</color>继续关卡,<color=#FFDE00>무료</color>로 레벨 계속,<color=#FFDE00>無料</color>でレベルを続行,Continuar nível <color=#FFDE00>GRÁTIS</color>,Continuar nivel <color=#FFDE00>GRATIS</color>,Lanjutkan level <color=#FFDE00>GRATIS</color>,Seviyeye <color=#FFDE00>ÜCRETSİZ</color> devam et,<color=#FFDE00>KOSTENLOS</color> Level fortsetzen,Niveau <color=#FFDE00>GRATUIT</color> continuer,Continua il livello <color=#FFDE00>GRATIS</color>,Продолжить уровень <color=#FFDE00>БЕСПЛАТНО</color>,เล่นต่อด่านนี้<color=#FFDE00>ฟรี</color>,लेवल <color=#FFDE00>फ्री</color> में जारी रखें
Conveyor,Text,,Conveyor,Băng chuyền,传送带,컨베이어,コンベア,Esteira,Transportador,Konveyor,Taşıyıcı,Förderband,Convoyeur,Nastro trasportatore,Конвейер,สายพาน,कन्वेयर
Cooking,Text,,Cooking,Nấu ăn,烹饪,요리,料理,Cozinhando,Cocinando,Memasak,Pişirme,Kochen,Cuisson,Cucinare,Готовка,การทำอาหาร,खाना बनाना
Cooking Pot,Text,,Cooking Pot,Nồi nấu ăn,锅,냄비,鍋,Panela,Olla,Panci Masak,Pişirme Tenceresi,Kochtopf,Casserole,Pentola,Кастрюля,หม้อ,कुकर
Crab,Text,,Crab,Cua,螃蟹,게,カニ,Caranguejo,Cangrejo,Kepiting,Yengeç,Krabbe,Crabe,Granchio,Краб,ปู,केकड़ा
Cup Cake,Text,,Cup Cake,Bánh cupcake,杯子蛋糕,컵케이크,カップケーキ,Cupcake,Cupcake,Kue Mangkok,Kupkek,Cupcake,Cupcake,Cupcake,Кекс,คัพเค้ก,कपकेक
Cutlery,Text,,Cutlery,Dụng cụ ăn,餐具,식기,カトラリー,Talheres,Cubiertos,Peralatan Makan,Çatal bıçak takımı,Besteck,Couverts,Posate,Столовые приборы,ช้อนส้อม,कटलरी
Dinner,Text,,Dinner,Bữa tối,晚餐,저녁,ディナー,Jantar,Cena,Makan malam,Akşam yemeği,Abendessen,Dîner,Cena,Ужин,อาหารเย็น,डिनर
Do you want to skip?,Text,,Do you want to skip?,Bạn có muốn bỏ qua không?,要跳过吗？,건너뛸까요?,スキップしますか？,Deseja pular?,¿Quieres saltar?,Ingin melewati?,Atlamak istiyor musun?,Möchtest du überspringen?,Voulez-vous passer ?,Vuoi saltare?,Вы хотите пропустить?,คุณต้องการข้ามไหม?,क्या आप आगे बढ़ना चाहते हैं?
Drinks,Text,,Drinks,Đồ uống,饮料,음료,ドリンク,Bebidas,Bebidas,Minuman,İçecekler,Getränke,Boissons,Bevande,Напитки,เครื่องดื่ม,पेय पदार्थ
Earn awesome rewards,Text,,Earn awesome rewards,Nhận phần thưởng hấp dẫn,赢取精彩奖励,멋진 보상을 받으세요,素晴らしい報酬を獲得しよう！,Ganhe recompensas incríveis,¡Gana increíbles recompensas!,Dapatkan hadiah menakjubkan,Harika ödüller kazanın,Erhalte tolle Belohnungen,Obtenez des récompenses géniales,Ottieni ricompense fantastiche,Получите потрясающие награды,รับรางวัลเจ๋งๆ,शानदार पुरस्कार अर्जित करें
Eliminate Octochef immediately!,Text,,Eliminate Octochef immediately!,Loại bỏ Octochef ngay lập tức!,立即消灭章鱼厨师！,즉시 Octochef를 제거하세요!,今すぐOctochefを倒そう！,Elimine Octochef imediatamente!,¡Elimina a Octochef de inmediato!,Segera singkirkan Octochef!,Hemen Octochef'i ortadan kaldırın!,Eliminiert Octochef sofort!,Éliminez Octochef immédiatement !,Elimina immediatamente Octochef!,Устраните Octochef немедленно!,กำจัด Octochef ทันที!,ऑक्टोशेफ को तुरंत समाप्त करें!
English,Text,,English,Tiếng Anh,英语,영어,英語,Inglês,Inglés,Bahasa Inggris,İngilizce,Englisch,Anglais,Inglese,Английский,อังกฤษ,अंग्रेज़ी
"Fail to sort items within 2 moves, the ice will grow thicker!",Text,,"Fail to sort items within 2 moves, the ice will grow thicker!","Không sắp xếp trong 2 lượt, băng sẽ dày thêm!",2步内未排序，冰层会变厚！,2턴 안에 정리하지 않으면 얼음이 두꺼워집니다!,2手以内に並べないと氷が厚くなります！,"Falha ao ordenar os itens em 2 jogadas, o gelo ficará mais grosso!","¡Si no organizas los objetos en 2 jugadas, el hielo será más grueso!","Jika tidak mengurutkan item dalam 2 langkah, es akan menjadi lebih tebal!",Düzenleme yapmazsanız 2 hamlede buz daha da kalınlaşır!,"Wenn du die Gegenstände nicht innerhalb von 2 Zügen sortierst, wird das Eis dicker!","Si vous ne triez pas les objets en 2 coups, la glace s'épaissira !","Se non ordini gli oggetti entro 2 mosse, il ghiaccio si ispessirà!",Не отсортируете предметы за 2 хода — лёд станет толще!,หากจัดเรียงรายการไม่ทันใน 2 ครั้ง น้ำแข็งจะหนาขึ้น!,अगर 2 चालों में वस्तुएं नहीं सुलझाईं तो बर्फ और मोटी होगी!
Fill the bar,Text,,Fill the bar,Làm đầy thanh,填满进度条,막대를 채우세요,バーを満たす,Preencha a barra,Llena la barra,Isi bar,Çubuğu doldur,Leiste füllen,Remplissez la barre,Riempi la barra,Заполните шкалу,เติมแถบ,बार को भरें
Finish an order!,Text,,Finish an order!,Hoàn thành một đơn hàng!,完成一个订单！,주문을 완료하세요!,注文を完了しよう！,Conclua um pedido!,¡Completa un pedido!,Termine um pedido!,Siparişi tamamla!,Schließe eine Bestellung ab!,Terminez une commande !,Completa un ordine!,Завершите заказ!,สิ้นสุดออร์เดอร์!,एक ऑर्डर पूरा करें!
Fish,Text,,Fish,Cá,鱼,생선,魚,Peixe,Pez,Ikan,Balık,Vis,Poisson,Pesce,Рыба,ปลา,मछली
Food,Text,,Food,Thức ăn,食物,음식,食べ物,Comida,Comida,Makanan,Yemek,Essen,Nourriture,Cibo,Пища,อาหาร,खाना
Food Box,Text,,Food Box,Hộp thức ăn,食盒,푸드 박스,フードボックス,Caixa de comida,Caja de comida,Box makanan,Yemek Kutusu,Essensbox,Boîte alimentaire,Scatola di cibo,Коробка для еды,กล่องอาหาร,फूड बॉक्स
Free,Text,,Free,Miễn phí,免费,무료,無料,Grátis,Gratis,Gratis,Ücretsiz,Kostenlos,Gratuit,Gratis,Бесплатно,ฟรี,नि:शुल्क
Free 1 Life,Text,,Free 1 Life,Tặng 1 mạng miễn phí,免费获得1条命,무료로 1 생명,無料で1ライフ,1 Vida Grátis,1 Vida Gratis,1 nyawa gratis,Ücretsiz 1 Can,1 Leben gratis,1 vie gratuite,1 vita gratis,Бесплатно 1 жизнь,ฟรี 1 ชีวิต,नि:शुल्क 1 जीवन
Freeze,Text,,Freeze,Đóng băng,冻结,얼음,フリーズ,Congelar,Congelar,Beku,Dondur,Einfrieren,Geler,Congelare,Заморозить,แช่แข็ง,फ्रीज
French,Text,,French,Tiếng Pháp,法语,프랑스어,フランス語,Francês,Francés,Prancis,Fransızca,Französisch,Français,Francese,Французский,ฝรั่งเศส,फ़्रेंच
Fried Chicken,Text,,Fried Chicken,Gà rán,炸鸡,프라이드치킨,フライドチキン,Frango Frito,Pollo Frito,Ayam Goreng,Kızarmış Tavuk,Brathähnchen,Poulet frit,Pollo fritto,Жареная курица,ไก่ทอด,फ्राइड चिकन
Frozen items can't be moved. Complete order in the same tray to melt!,Text,,Frozen items can't be moved. Complete order in the same tray to melt!,Món bị đóng băng không thể di chuyển. Hoàn thành đơn hàng trong cùng khay để làm tan băng!,冻结物品无法移动。在同一个托盘中完成订单以解冻！,얼어붙은 아이템은 이동할 수 없습니다. 같은 트레이에서 주문을 완료하여 해동하세요!,凍ったアイテムは動かせません。同じトレイで注文を完成させて溶かそう！,Itens congelados não podem ser movidos. Complete o pedido na mesma bandeja para descongelar!,¡Los objetos congelados no se pueden mover! Completa el pedido en la misma bandeja para descongelar.,Item beku tidak dapat dipindahkan. Selesaikan pesanan di baki yang sama untuk mencairkannya!,"Donmuş eşyalar taşınamaz. Siparişi aynı tepside tamamlayın, böylece çözülecek!","Gefrorene Gegenstände können nicht bewegt werden. Schließe die Bestellung auf dem gleichen Tablett ab, um sie zu schmelzen!",Les éléments gelés ne peuvent pas être déplacés. Terminez la commande dans le même plateau pour les décongeler !,Gli oggetti congelati non possono essere spostati. Completa l’ordine nello stesso vassoio per scongelarli!,"Замороженные предметы нельзя перемещать. Завершите заказ на том же подносе, чтобы растопить!",รายการที่ถูกแช่แข็งจะไม่สามารถขยับได้ กรุณาทำออเดอร์เดียวกันในถาดเดียวกันเพื่อให้ละลาย!,जमे हुए आइटम नहीं हिला सकते। उसी ट्रे में ऑर्डर पूरा करें ताकि पिघल जाए!
Full,Text,,Full,Đầy,满,가득 참,満タン,Cheio,Lleno,Penuh,Dolu,Voll,Plein,Pieno,Полный,เต็ม,पूरा
German,Text,,German,Tiếng Đức,德语,독일어,ドイツ語,Alemão,Alemán,Jerman,Almanca,Deutsch,Allemand,Tedesco,Немецкий,เยอรมัน,जर्मन
Get cards from card packs and friends to complete sets!,Text,,Get cards from card packs and friends to complete sets!,Nhận thẻ từ gói thẻ và bạn bè để hoàn thành bộ sưu tập!,从卡包和朋友那里获取卡片以完成套装！,카드 팩과 친구에게서 카드를 받아 세트를 완성하세요!,カードパックやフレンドからカードを集めてセットを完成させよう！,Ganhe cartas dos pacotes e amigos para completar conjuntos!,¡Obtén cartas de paquetes y amigos para completar conjuntos!,Dapatkan kartu dari paket kartu dan teman untuk menyelesaikan set!,Kart paketlerinden ve arkadaşlardan kart alarak setleri tamamla!,"Sammle Karten aus Kartensets und von Freunden, um Sets zu vervollständigen!",Obtenez des cartes à partir de packs et d'amis pour compléter les sets !,Ottieni carte dai pacchetti e dagli amici per completare i set!,Получайте карты из наборов и от друзей для завершения коллекций!,รับการ์ดจากแพ็คการ์ดและเพื่อนเพื่อสะสมชุด!,कार्ड पैक और फ्रेंड्स से कार्ड लें और सेट पूरा करें!
Giant Bundle,Text,,Giant Bundle,Gói khổng lồ,巨型礼包,거대 번들,ジャイアントバンドル,Pacote Gigante,Gran paquete,Paket Raksasa,Dev Paket,Riesenpaket,Gros lot,Pacco gigante,Гигантский комплект,ชุดใหญ่,विशाल बंडल
Golden Skewer,Text,,Golden Skewer,Xiên vàng,黄金串,황금 꼬치,ゴールデンスキュア,Espeto de Ouro,Brocheta Dorada,Sate Emas,Altın Şiş,Goldener Spieß,Brochette dorée,Spiedo dorato,Золотой шампур,ไม้เสียบทองคำ,गोल्डन स्क्यूर
Grand Prize,Text,,Grand Prize,Giải thưởng lớn,大奖,대상,グランプリ,Grande Prêmio,Gran Premio,Hadiah Utama,Büyük Ödül,Hauptpreis,Grand prix,Gran Premio,Гран-при,รางวัลใหญ่,ग्रैंड प्राइज़
Grill,Text,,Grill,Vỉ nướng,烤架,그릴,グリル,Grelha,Parrilla,Pemanggang,Izgara,Grill,Gril,Griglia,Гриль,เตาย่าง,ग्रिल
Grill Ribs,Text,,Grill Ribs,Sườn nướng,烤排骨,그릴 립,グリルリブ,Costelas na grelha,Costillas a la parrilla,Iga Panggang,Izgara Kaburga,Gegrillte Rippen,Côtes grillées,Costine alla griglia,Гриль-рёбрышки,ซี่โครงหมูย่าง,ग्रिल रिब्स
Hamburger,Text,,Hamburger,Bánh hamburger,汉堡,햄버거,ハンバーガー,Hambúrguer,Hamburguesa,Hamburger,Hamburger,Hamburger,Hamburger,Hamburger,Гамбургер,แฮมเบอร์เกอร์,हैमबर्गर
Hidden Item,Text,,Hidden Item,Vật phẩm ẩn,隐藏物品,숨겨진 아이템,隠しアイテム,Elemento oculto,Elemento oculto,Barang Tersembunyi,Gizli Öğe,Versteckter Gegenstand,Élément caché,Oggetto nascosto,Скрытый предмет,รายการที่ซ่อนอยู่,छिपा हुआ आइटम
Home,Text,,Home,Trang chủ,主页,홈,ホーム,Início,Inicio,Beranda,Ana Sayfa,Startseite,Accueil,Casa,Домой,หน้าแรก,होम
Honey Cake,Text,,Honey Cake,Bánh mật ong,蜂蜜蛋糕,꿀 케이크,ハニーケーキ,Bolo de Mel,Pastel de miel,Kue Madu,Bal Pastası,Honigkuchen,Gâteau au miel,Torta al miele,Медовый торт,เค้กน้ำผึ้ง,हनी केक
Hot Dog,Text,,Hot Dog,Xúc xích kẹp bánh mì,热狗,핫도그,ホットドッグ,Cachorro-quente,Perro caliente,Hot Dog,Sosisli Sandviç,Hotdog,Hot-dog,Hot Dog,Хот-дог,ฮอทด็อก,हॉट डॉग
Ice Lock,Text,,Ice Lock,Khóa băng,冰锁,얼음 잠금,アイスロック,Trava de Gelo,Candado de Hielo,Kunci Es,Buz Kilidi,Eisschloss,Serrure de glace,Blocco di ghiaccio,Ледяной замок,ล็อคน้ำแข็ง,आइस लॉक
Indonesian,Text,,Indonesian,Tiếng Indonesia,印尼语,인도네시아어,インドネシア語,Indonésio,Indonesio,Indonesian,Endonezce,Indonesisch,Indonésien,Indonesiano,Индонезийский,อินโดนีเซีย,इंडोनेशियाई
Italian,Text,,Italian,Tiếng Ý,意大利语,이탈리아어,イタリア語,Italiano,Italiano,Italia,İtalyanca,Italienisch,Italien,Italiano,Итальянский,อิตาลี,इतालवी
Japanese,Text,,Japanese,Tiếng Nhật,日语,일본어,日本語,Japonês,Japonés,Jepang,Japonca,Japanisch,Japonais,Giapponese,Японский,ภาษาญี่ปุ่น,जापानी
Jelly,Text,,Jelly,Thạch,果冻,젤리,ゼリー,Gelatina,Gelatina,Jeli,Jöle,Gelee,Gelée,Gelatina,Желе,เยลลี่,जेली
Join Us!,Text,,Join Us!,Tham gia cùng chúng tôi!,加入我们,함께하세요!,参加しよう,Participe!,¡Únete!,Bergabunglah!,Bize Katıl!,Mach mit!,Rejoins-nous !,Unisciti a noi!,Присоединяйтесь!,เข้าร่วมกับเรา!,हमसे जुड़ें!
Juice,Text,,Juice,Nước ép,果汁,주스,ジュース,Suco,Jugo,Jus,Jus,Meyve suyu,Saft,Jus,Succo,Сок,น้ำผลไม้
Korean,Text,,Korean,Tiếng Hàn,韩语,한국어,韓国語,Coreano,Coreano,Korea,Korece,Koreanisch,Coréen,Coreano,Корейский,ภาษาเกาหลี,कोरियन
LEVEL FAIL,Text,,LEVEL FAIL,THẤT BẠI,关卡失败,레벨 실패,レベル失敗,FALHA NA FASE,FALLO DE NIVEL,GAGAL LEVEL,SEVİYE BAŞARISIZ,LEVEL FEHLGESCHLAGEN,ÉCHEC DU NIVEAU,LEVEL FALLITO,ПРОВАЛ УРОВНЯ,ไม่ผ่านด่าน,लेवल विफल
Lamb Chops,Text,,Lamb Chops,Sườn cừu,羊排,양갈비,ラムチョップ,Costeletas de cordeiro,Chuletas de cordero,Kambing cincang,Kuzu pirzola,Lammkoteletts,Côtelettes d'agneau,Costolette di agnello,Бараньи отбивные,ซี่โครงแกะ,लैम्ब चॉप्स
Language,Text,,Language,Ngôn ngữ,语言,언어,言語,Idioma,Idioma,Langue,Bahasa,Dil,Sprache,Lingua,Язык,ภาษา,भाषा
LanguageName,Text,,English,Tiếng Việt,中文,한국어,日本語,Português,Español,Bahasa Indonesia,Türkçe,Deutsch,Français,Italiano,Русский,ไทย,हिन्दी
Languages:,Text,,Languages:,Ngôn ngữ:,语言：,언어:,言語：,Idiomas:,Idiomas:,Langues :,Bahasa:,Diller:,Sprachen:,Lingue:,Языки:,ภาษา:,भाषाएँ:
Large Bundle,Text,,Large Bundle,Gói lớn,大型礼包,대형 번들,ラージバンドル,Pacote grande,Gran paquete,Paket Besar,Büyük Paket,Großes Bundle,Gros lot,Grande pacco,Большой комплект,ชุดขนาดใหญ่,बड़ा बंडल
Lavender,Text,,Lavender,Hoa oải hương,薰衣草,라벤더,ラベンダー,Lavanda,Lavanda,Lavender,Lavanta,Lavendel,Lavande,Lavanda,Лаванда,ดอกลาเวนเดอร์,लैवेंडर
Legendary Bundle,Text,,Legendary Bundle,Gói huyền thoại,传奇礼包,전설 번들,レジェンダリーバンドル,Pacote lendário,Paquete legendario,Paket Legendaris,Efsanevi Paket,Legendäres Bundle,Lot légendaire,Pacco leggendario,Легендарный комплект,ชุดในตำนาน,लीजेंडरी बंडल
Less Offers!,Text,,Less Offers!,Thu gọn,更少的优惠！,적은 혜택!,オファーが少ない！,Menos ofertas!,¡Menos ofertas!,Penawaran Lebih Sedikit!,Daha az teklif!,Weniger Angebote!,Moins d'offres !,Meno offerte!,Меньше предложений!,ข้อเสนอน้อยลง!,कम ऑफर!
Level,Text,,Level {[VALUE]},Cấp {[VALUE]},等级 {[VALUE]},레벨 {[VALUE]},レベル {[VALUE]},Nível {[VALUE]},Nivel {[VALUE]},Niveau {[VALUE]},Level {[VALUE]},Seviye {[VALUE]},Level {[VALUE]},Livello {[VALUE]},Уровень {[VALUE]},เลเวล {[VALUE]},लेवल {[VALUE]}
Lidded Tray,Text,,Lidded Tray,Khay có nắp,带盖托盘,뚜껑 있는 트레이,フタ付きトレイ,Bandeja com tampa,Bandeja con tapa,Baki dengan tutup,Kapaklı Tepsi,Tablett mit Deckel,Plateau avec couvercle,Vassoio con coperchio,Лоток с крышкой,ถาดมีฝาปิด,ढक्कन लगी ट्रे
Limited Bundle,Text,,Limited Bundle,Gói giới hạn,限量礼包,한정 번들,限定バンドル,Pacote Limitado,Paquete limitado,Paket Terbatas,Limitli Paket,Limitiertes Bundle,Offre limitée,Pacchetto limitato,Ограниченный комплект,ชุดของขวัญจำกัด,सीमित बंडल
Limited Offer,Text,,Limited Offer,Ưu đãi có giới hạn,限时优惠,한정 혜택,期間限定オファー,Oferta limitada,Oferta Limitada,Penawaran Terbatas,Kısıtlı Teklif,Limitierte Aktion,Offre limitée,Offerta limitata,Ограниченное предложение,ข้อเสนอจำกัด,सीमित ऑफर
Loading,Text,,Loading,Đang tải,加载中,로딩 중,読み込み中,Carregando,Cargando,Memuat,Yükleniyor,Lädt,Chargement,Caricamento,Загрузка,กำลังโหลด,लोड हो रहा है
Loading.,Text,,Loading.,Đang tải.,加载中.,로딩 중.,読み込み中.,Carregando.,Cargando.,Memuat.,Yükleniyor.,Lädt.,Chargement.,Caricamento.,Загрузка.,กำลังโหลด.,लोड हो रहा है.
Loading..,Text,,Loading..,Đang tải..,加载中..,로딩 중..,読み込み中..,Carregando..,Cargando..,Memuat..,Yükleniyor..,Lädt..,Chargement..,Caricamento..,Загрузка..,กำลังโหลด..,लोड हो रहा है..
Loading...,Text,,Loading...,Đang tải...,加载中...,로딩 중...,読み込み中...,Carregando...,Cargando...,Memuat...,Yükleniyor...,Lädt...,Chargement...,Caricamento...,Загрузка...,กำลังโหลด...,लोड हो रहा है...
Lobster,Text,,Lobster,Tôm hùm,龙虾,바닷가재,ロブスター,Lagosta,Langosta,Lobster,Istakoz,Hummer,Homard,Astice,Омар,ล็อบสเตอร์,झींगा मछली
Lock & Key,Text,,Lock & Key,Ổ khóa & Chìa khóa,锁与钥匙,자물쇠와 열쇠,ロック＆キー,Cadeado e chave,Cerradura y llave,Kunci dan Gembok,Kilit & Anahtar,Schloss und Schlüssel,Serrure et clé,Lucchetto e chiave,Замок и ключ,กุญแจและแม่กุญแจ,तालाबंदी और चाबी
Locked Tray,Text,,Locked Tray,Khay bị khóa,被锁定的托盘,잠긴 트레이,ロックされたトレイ,Bandeja bloqueada,Bandeja bloqueada,Baki terkunci,Kilitli tepsi,Gesperrtes Tablett,Plateau verrouillé,Vassoio bloccato,Заблокированный поднос,ถาดถูกล็อก,लॉक किया हुआ ट्रे
Macaron,Text,,Macaron,Bánh macaron,马卡龙,마카롱,マカロン,Macaron,Macaron,Macaron,Macaron,Macaron,Macaron,Macaron,Макарон,มากาฮอง,मॅकरून
Made a mistake? Undo your last move!,Text,,Made a mistake? Undo your last move!,Làm sai rồi? Hoàn tác bước cuối cùng!,出错了吗？撤销上一步操作！,실수했나요? 마지막 동작을 취소하세요!,間違えた？最後の動きを取り消そう！,Cometeu um erro? Desfaça o último movimento!,¿Cometiste un error? ¡Deshaz tu último movimiento!,Apakah Anda membuat kesalahan? Batalkan langkah terakhir!,Hata mı yaptın? Son hamleni geri al!,Fehler gemacht? Rückgängig machen!,Une erreur ? Annulez le dernier coup !,Hai commesso un errore? Annulla l’ultima mossa!,Сделали ошибку? Отмените последний ход!,ผิดพลาด? ยกเลิกการเคลื่อนไหวล่าสุดของคุณ!,गलती की? अपनी अंतिम चाल को पूर्ववत करें!
Max plate reached,Text,,Max plate reached,Đã đạt số lượng đĩa tối đa,达到最大盘数,최대 접시에 도달했습니다,最大プレート数に達しました,Número máximo de pratos atingido,Número máximo de platos alcanzado,Jumlah piring maksimum tercapai,Maksimum tabak sayısına ulaşıldı,Maximale Telleranzahl erreicht,Nombre maximal d’assiettes atteint,Numero massimo di piatti raggiunto,Достигнуто максимальное количество тарелок,ถึงจำนวนจานสูงสุดแล้ว,अधिकतम प्लेट तक पहुँचा गया
Meat,Text,,Meat,Thịt,肉类,고기,肉,Carne,Carne,Daging,Et,Fleisch,Viande,Carne,Мясо,เนื้อ,मांस
Mini Bundle,Text,,Mini Bundle,Gói nhỏ,迷你礼包,미니 번들,ミニバンドル,Pacote Mini,Paquete mini,Mini Paket,Mini Paket,Mini-Bundle,Mini lot,Mini Pacchetto,Мини-комплект,ชุดขนาดเล็ก,मिनी बंडल
Mini Grill,Text,,Mini Grill,Vỉ nướng mini,迷你烤架,미니 그릴,ミニグリル,Mini Grelha,Mini Parrilla,Mini Grill,Mini Izgara,Mini-Grill,Mini Grill,Mini Griglia,Мини-гриль,เตาย่างขนาดเล็ก,मिनी ग्रिल
Mini Tray,Text,,Mini Tray,Khay nhỏ,迷你托盘,미니 트레이,ミニトレイ,Bandeja mini,Bandeja mini,Mini Tray,Mini Tepsi,Mini-Tablett,Mini plateau,Mini Vassoio,Мини-лоток,ถาดขนาดเล็ก,मिनी ट्रे
Mini trays only one item!,Text,,Mini trays only one item!,Khay nhỏ chỉ chứa được một món!,迷你托盘只能放一个物品！,미니 트레이는 하나만 담을 수 있어요!,ミニトレイには1つのアイテムしか置けません！,Mini bandejas só podem conter um item!,¡Las bandejas mini solo pueden contener un objeto!,Mini tray hanya bisa menampung satu item!,Mini tepsilere yalnızca bir öğe konulabilir!,Mini-Tabletts nur für ein Element!,Les mini plateaux ne peuvent contenir qu’un seul objet !,I mini vassoi contengono solo un oggetto!,Мини-подносы могут содержать только один предмет!,ถาดขนาดเล็กใส่ของได้แค่อย่างเดียว!,मिनी ट्रे में केवल एक वस्तु हो सकती है!
More Offers!,Text,,More Offers!,Mở rộng,更多优惠！,더 많은 혜택!,より多くのオファー！,Mais ofertas!,¡Más ofertas!,Lebih banyak penawaran!,Daha fazla teklif!,Mehr Angebote!,Plus d'offres !,Più offerte!,Больше предложений!,ข้อเสนอเพิ่มเติม!,अधिक ऑफर!
More lives,Text,,More lives,Thêm mạng,更多生命,추가 생명,ライフを追加,Mais vidas,Más vidas,Lebih banyak nyawa,Daha fazla can,Mehr Leben,Plus de vies,Più vite,Больше жизней,เพิ่มชีวิต,अधिक जीवन
Music,Text,,Music,Âm nhạc,音乐,음악,音楽,Música,Música,Musik,Müzik,Musik,Musique,Musica,Музыка,ดนตรี,संगीत
New,Text,,New,Mới,新品,신규,新着,Novo,Nuevo,Baru,Yeni,Neu,Nouveau,Nuovo,Новое,ใหม่,नया
New booster unlocked!,Text,,New booster unlocked!,Đã mở khóa vật phẩm tăng cường mới!,新助推器已解锁！,새 부스터가 잠금 해제되었습니다!,新しいブースターがアンロックされました！,Novo impulsionador desbloqueado!,¡Nuevo potenciador desbloqueado!,Booster baru dibuka!,Yeni güçlendirici açıldı!,Neuer Booster freigeschaltet!,Nouveau booster débloqué !,Nuovo potenziamento sbloccato!,Новый бустер разблокирован!,ปลดล็อกบูสเตอร์ใหม่!,नया बूस्टर अनलॉक किया गया!
Next life in:,Text,,Next life in:,Mạng tiếp theo sau:,下一条命在：,다음 생명까지:,次のライフまで：,Próxima vida em:,Próxima vida en:,Nyawa berikutnya dalam:,Sonraki can için kalan süre:,Nächstes Leben in:,Prochaine vie dans :,Prossima vita tra:,Следующая жизнь через:,ชีวิตถัดไปใน:,अगला जीवन:
No items on plate,Text,,No items on plate,Không có món nào trên đĩa,盘子上没有物品,접시에 아이템이 없습니다,皿にアイテムがありません,Nenhum item no prato,No hay objetos en el plato,Tidak ada item di piring,Tabakta öğe yok,Keine Gegenstände auf dem Teller,Aucun objet sur l’assiette,Nessun oggetto sul piatto,На тарелке нет предметов,ไม่มีของบนจาน,प्लेट पर कोई आइटम नहीं है
No more lives left!,Text,,No more lives left!,Hết lượt chơi rồi!,没有生命了！,남은 생명이 없습니다!,ライフがもうありません！,Sem vidas restantes!,¡No te quedan vidas!,Tidak ada nyawa tersisa!,Hiç can kalmadı!,Keine Leben mehr!,Plus de vies !,Vite finite!,Жизни закончились!,ไม่มีชีวิตเหลือแล้ว!,अब और ज़िंदगियाँ नहीं बचीं!
No video available!,Text,,No video available!,Không có video khả dụng!,暂无可用视频！,영상이 없습니다!,利用できる動画がありません！,Nenhum vídeo disponível!,¡No hay video disponible!,Tidak ada video tersedia!,Video mevcut değil!,Kein Video verfügbar!,Aucune vidéo disponible !,Nessun video disponibile!,Нет доступного видео!,ไม่มีวิดีโอให้ดู!,कोई वीडियो उपलब्ध नहीं है!
Noodle,Text,,Noodle,Mì,面条,면,ヌードル,Macarrão,Fideos,Mie,Noodle,Makarna,Nudel,Nouille,Лапша,บะหมี่,नूडल
Not enough coin!,Text,,Not enough coin!,Không đủ xu!,金币不足！,코인이 부족합니다!,コインが足りません！,Moedas insuficientes!,¡Monedas insuficientes!,Koin tidak cukup!,Yeterli para yok!,Nicht genug Münzen!,Pas assez de pièces !,Monete insufficienti!,Недостаточно монет!,เหรียญไม่พอ!,पर्याप्त सिक्के नहीं हैं!
Octochef,Text,,Octochef,Octochef,章鱼厨师,옥토셰프,オクトシェフ,Octochef,Octochef,Octochef,Octochef,Octochef,Octochef,Octochef,Октоповар,ออคโตเชฟ,ऑक्टोशेफ
Octochef moves after each match and blocks the tray it lands on!,Text,,Octochef moves after each match and blocks the tray it lands on!,Octochef di chuyển sau mỗi lượt ghép và chặn khay mà nó đáp xuống!,章鱼厨师每次匹配后都会移动，并阻挡它停留的托盘！,옥토셰프는 매치할 때마다 이동하며 착지한 트레이를 막습니다!,オクトシェフはマッチのたびに移動し、着地したトレイをブロックします！,O Octochef se move após cada combinação e bloqueia a bandeja onde pousa!,¡Octochef se mueve después de cada combinación y bloquea la bandeja en la que cae!,Octochef bergerak setelah setiap pencocokan dan memblokir nampan tempat ia mendarat!,Octochef her eşleşmeden sonra hareket eder ve indiği tepsiyi engeller!,"Octochef bewegt sich nach jedem Match und blockiert das Tablett, auf dem er landet!",Octochef se déplace après chaque correspondance et bloque le plateau sur lequel il atterrit !,Octochef si sposta dopo ogni abbinamento e blocca il vassoio su cui atterra!,"Октоповар перемещается после каждого совпадения и блокирует поднос, на который приземляется!",ออคโตเชฟจะขยับหลังจากจับคู่แต่ละครั้งและบล็อกถาดที่มันตกลงไป!,ऑक्टोशेफ हर मैच के बाद चलता है और जिस ट्रे पर उतरता है उसे ब्लॉक कर देता है!
Octochef!,Text,,Octochef!,Octochef!,章鱼厨师！,옥토셰프!,オクトシェフ！,Octochef!,¡Octochef!,Octochef!,Octochef!,Octochef!,Octochef!,Octochef!,Осьминог-повар!,หมึกเซฟ!,ऑक्टोशेफ!
Octopus,Text,,Octopus,Bạch tuộc,章鱼,문어,タコ,Polvo,Pulpo,Gurita,Ahtapot,Oktopus,Poulpe,Polpo,Осьминог,ปลาหมึกยักษ์,ऑक्टोपस
