Drinks,Text,,Drinks,Đồ uống,饮料,음료,ドリンク,Boissons,Bebidas,Bebidas,Drankjes,Напитки,Minuman,İçecekler,Minuman,مشروبات,पेय पदार्थ
Earn awesome rewards,Text,,Earn awesome rewards,Nhận phần thưởng hấp dẫn,赢取精彩奖励,멋진 보상을 받으세요,素晴らしい報酬を獲得しよう,Gagnez des récompenses géniales,Gana increíbles recompensas,Receba recompensas incríveis,Ontvang geweldige beloningen,Получите потрясающие награды,Dapatkan hadiah menakjubkan,Harika ödüller kazanın,Crazy mükafatlar qazanın,احصل على مكافآت رائعة,शानदार पुरस्कार अर्जित करें
Eliminate Octochef immediately!,Text,,Eliminate Octochef immediately!,Loại bỏ Octochef ngay lập tức!,立即消灭章鱼厨师！,즉시 옥토셰프 제거!,今すぐオクトシェフを倒そう！,Éliminez Octochef immédiatement !,¡Elimina a Octochef de inmediato!,Elimine Octochef imediatamente!,Octochef onmiddellijk uitschakelen!,Устраните Окточефа немедленно!,Segera singkirkan Octochef!,Octochef'i hemen ortadan kaldırın!,Octochef'i dərhal ləğv edin!,اقضِ على أخطبوط الطاهي فورًا!,ऑक्टोशेफ को तुरंत समाप्त करें!
English,Text,,English,Tiếng Anh,英语,영어,英語,Anglais,Inglés,Inglês,Engels,Английский,Inggris,İngilizce,İngilis dili,الإنجليزية,अंग्रेज़ी
"Fail to sort items within 2 moves, the ice will grow thinker!",Text,,"Fail to sort items within 2 moves, the ice will grow thinker!","Không sắp xếp trong 2 lượt, băng sẽ dày thêm!",2步内未排序，冰层会变厚！,2턴 안에 정리하지 않으면 얼음이 두꺼워집니다!,2手以内に並べないと氷が厚くなります！,Échouez à trier les objets en 2 fois, la glace épaissira！,No ordenar los elementos en 2 movimientos hará que el hielo se engrose,Não organize os itens em 2 movimentos, o gelo ficará mais espesso,Als je items niet binnen 2 beurten sorteert, wordt het ijs dikker,Не отсортируете предметы за 2 хода — лёд станет толще!,Gagal menyortir item dalam 2 langkah, es akan semakin tebal
Fill the bar,Text,,Fill the bar,Làm đầy thanh,填满进度条,막대를 채우세요,バーを満たす,Remplissez la barre,Llena la barra,Encha o medidor,Vul de balk,Заполните шкалу,Penuhi bar,Çubuğu doldur,Çubuğu doldurun,املأ الشريط,बार को भरें
Finish an order!,Text,,Finish an order!,Hoàn thành một đơn hàng!,完成一个订单！,주문을 완료하세요!,注文を完了しよう！,Terminez une commande !,¡Completa un pedido!,Conclua um pedido!,Rond een bestelling af!,Завершите заказ!,Selesaikan pesanan!,Bir siparişi tamamla!,Bir sifarişi bitir!,أكمل طلباً!,एक ऑर्डर पूरा करें!
Fish,Text,,Fish,Cá,鱼,생선,魚,Poisson,Pez,Peixe,Vis,Рыба,Ikan,Balık,Balıq,سمك,मछली
Food,Text,,Food,Thức ăn,食物,음식,食べ物,Alimentação,Comida,อาหาร,Makanan,Yemek,Essen,Nourriture,Cibo,Пища,อาหาร
Food Box,Text,,Food Box,Hộp thức ăn,食盒,푸드 박스,フードボックス,Caixa de comida,Caja de comida,กล่องอาหาร,Box Makanan,Yemek Kutusu,Essensbox,Boîte alimentaire,Scatola di cibo,Коробка для еды,กล่องอาหาร
Free,Text,,Free,Miễn phí,免费,무료,無料,Grátis,Gratis,ฟรี,Gratis,Ücretsiz,Kostenlos,Gratuit,Gratis,Бесплатно,ฟรี
Free 1 Life,Text,,Free 1 Life,Tặng 1 mạng miễn phí,免费获得1条命,무료로 1 생명,無料で1ライフ,1 vida grátis,1 vida gratis,แถม 1 ชีวิตฟรี,Gratis 1 nyawa,Ücretsiz 1 Can,1 Leben gratis,1 vie gratuite,1 vita gratis,Бесплатно 1 жизнь,ฟรี 1 ชีวิต
Freeze,Text,,Freeze,Đóng băng,冻结,얼음,フリーズ,Congelar,Congelar,แช่แข็ง,Beku,Dondur,Einfrieren,Geler,Congelare,Заморозить,แช่แข็ง
Fried Chicken,Text,,Fried Chicken,Gà rán,炸鸡,프라이드치킨,フライドチキン,Frango Frito,Pollo Frito,ไก่ทอด,Ayam Goreng,Kızarmış Tavuk,Brathähnchen,Poulet frit,Pollo fritto,Жареная курица,ไก่ทอด
Frozen items can't be moved. Complete order in the same tray to melt!,Text,,Frozen items can't be moved. Complete order in the same tray to melt!,Món bị đóng băng không thể di chuyển. Hoàn thành đơn trong khay để làm tan băng!,冻结物品无法移动。在同一个托盘中完成订单以解冻！,얼음에 갇힌 아이템은 움직일 수 없습니다. 같은 트레이에서 주문을 완성해 녹이세요!,凍ったアイテムは動かせません。同じトレイで注文を完成させて溶かそう！,Itens congelados não podem ser movidos. Complete o pedido na mesma bandeja para descongelar!,Los objetos congelados no se pueden mover. ¡Completa el pedido en la misma bandeja para descongelar!,ไม่สามารถย้ายรายการที่ถูกแช่แข็งได้ กรุณาทำคำสั่งซื้อบนถาดเดียวกันเพื่อให้ละลาย!,Item beku tidak dapat dipindahkan. Selesaikan pesanan di baki yang sama untuk mencairkannya!,Dondurulmuş öğeler hareket ettirilemez. Aynı tepside siparişi tamamlayın, böylece çözülür!,Gefrorene Gegenstände können nicht bewegt werden. Schließe die Bestellung auf dem gleichen Tablett ab, um sie zu schmelzen!,Les éléments gelés ne peuvent pas être déplacés. Terminez la commande dans le même plateau pour les décongeler !,Gli oggetti congelati non possono essere spostati. Completa l’ordine nello stesso vassoio per scongelarli!
Full,Text,,Full,Đầy,满,가득 참,満タン,Cheio,Lleno,เต็ม,Penuh,Dolu,Voll,Plein,Pieno,Полный,เต็ม
Get cards from card packs and frends to complete sets!,Text,,Get cards from card packs and friends to complete sets!,Nhận thẻ từ gói thẻ và bạn bè để hoàn thành bộ sưu tập!,从卡包和朋友那里获取卡片以完成套装！,카드 팩과 친구에게서 카드를 받아 세트를 완성하세요!,カードパックやフレンドからカードを集めてセットを完成させよう！,Pegue cartas dos pacotes e amigos para completar conjuntos!,¡Obtén cartas de paquetes y amigos para completar conjuntos!,รับการ์ดจากซองการ์ดและเพื่อนเพื่อสะสมชุดให้ครบ!,Dapatkan kartu dari paket dan teman untuk menyelesaikan set!,Kart paketlerinden ve arkadaşlardan kartlar alarak setleri tamamlayın!,Erhalte Karten aus Packs und von Freunden, um Sets zu vervollständigen!,Obtenez des cartes à partir de packs et d'amis pour compléter les sets !,Ottieni carte dai pacchetti e dagli amici per completare i set!,Получайте карты из паков и от друзей
Giant Bundle,Text,,Giant Bundle,Gói khổng lồ,巨型礼包,거대 번들,ジャイアントバンドル,Pacote Gigante,Gran paquete,ชุดใหญ่,Paket Raksasa,Dev Paket,Riesenpaket,Gros lot,Pacco gigante,Гигантский комплект,ชุดยักษ์
Golden Skewer,Text,,Golden Skewer,Xiên vàng,黄金串,황금 꼬치,ゴールデンスキュア,Espeto de Ouro,Brocheta Dorada,ไม้เสียบทองคำ,Sate Emas,Altın Şiş,Goldener Spieß,Brochette dorée,Spiedo dorato,Золотой шампур,ไม้เสียบทอง
Grand Prize,Text,,Grand Prize,Giải thưởng lớn,大奖,대상,グランプリ,Grande Prêmio,Gran Premio,รางวัลใหญ่,Hadiah Utama,Büyük Ödül,Hauptpreis,Grand prix,Gran Premio,Гран-при,รางวัลใหญ่
Grill,Text,,Grill,Vỉ nướng,烤架,그릴,グリル,Grelha,Parrilla,เตาย่าง,Pemanggang,Izgara,Grill,Gril,Griglia,Гриль,เตาย่าง
Grill Ribs,Text,,Grill Ribs,Sườn nướng,烤排骨,그릴 립,グリルリブ,Costelas na grelha,Costillas a la parrilla,ซี่โครงย่าง,Iga panggang,Izgara Kaburga,Gegrillte Rippen,Côtes grillées,Costine alla griglia,Гриль-рёбрышки,ซี่โครงหมูย่าง
Hamburger,Text,,Hamburger,Bánh hamburger,汉堡,햄버거,ハンバーガー,Hambúrguer,Hamburguesa,แฮมเบอร์เกอร์,Hamburger,Hamburger,Hamburger,Hamburger,Panino,Гамбургер,แฮมเบอร์เกอร์
Hidden Item,Text,,Hidden Item,Vật phẩm ẩn,隐藏物品,숨겨진 아이템,隠しアイテム,Elemento oculto,Elemento oculto,Barang Tersembunyi,Gizli Öğre,Hiddes Objekt,Élément caché,Oggetto nascosto,Скрытый предмет,รายการที่ซ่อนอยู่,छिपा हुआ आइटम
Home,Text,,Home,Trang chủ,主页,홈,ホーム,Início,Inicio,Beranda,Ana Sayfa,Startseite,Accueil,Casa,Домой,หน้าแรก,होम
Honey Cake,Text,,Honey Cake,Bánh mật ong,蜂蜜蛋糕,꿀 케이크,ハニーケーキ,Bolo de Mel,Pastel de miel,Kue Madu,Bal Pastası,Honigkuchen,Gâteau au miel,Torta al miele,Медовый торт,เค้กน้ำผึ้ง,हनी केक
Hot Dog,Text,,Hot Dog,Xúc xích kẹp bánh mì,热狗,핫도그,ホットドッグ,Cachorro-quente,Perro caliente,Hot Dog,Sosisli Sandviç,Hotdog,Hot-dog,Hot Dog,Хот-дог,ฮอทด็อก,हॉट डॉग
Ice Lock,Text,,Ice Lock,Khóa băng,冰锁,얼음 잠금,アイスロック,Trava de Gelo,Candado de Hielo,Kunci Es,Buz Kilidi,Eisschloss,Serrure de glace,Blocco di ghiaccio,Ледяной замок,ล็อคน้ำแข็ง,आइस लॉक
Japanese,Text,,Japanese,Tiếng Nhật,日语,일본어,日本語,Japonês,Japonés,Jepang,Japonca,Japanisch,Japonais,Giapponese,Японский,ภาษาญี่ปุ่น,जापानी
Jelly,Text,,Jelly,Thạch,果冻,젤리,ゼリー,Gelatina,Gelatina,Jeli,Jöle,Gelee,Gelée,Gelatina,Желе,เยลลี่,जेली
Join Us!,Text,,Join Us!,Tham gia cùng chúng tôi!,加入我们,함께하세요!,参加しよう,Participe!,¡Únete!,Bergabunglah!,Bize Katıl!,Mach mit!,Rejoins-nous !,Unisciti a noi!,Присоединяйтесь!,เข้าร่วมกับเรา!,हमसे जुड़ें!
Juice,Text,,Juice,Nước ép,果汁,주스,ジュース,Suco,Jugo,Jus,Juice,Saft,Jus,Succo,Сок,น้ำผลไม้,जूस
Korean,Text,,Korean,Tiếng Hàn,韩语,한국어,韓国語,Coreano,Coreano,Korea,Korece,Koreanisch,Coréen,Coreano,Корейский,ภาษาเกาหลี,कोरियन
LEVEL FAIL,Text,,LEVEL FAIL,THẤT BẠI,关卡失败,레벨 실패,レベル失敗,FALHA NA FASE,FALLO DE NIVEL,GAGAL LEVEL,SEVİYE BAŞARISIZ,LEVEL FEHLGESCHLAGEN,ÉCHEC DU NIVEAU,LEVEL FALLITO,ПРОВАЛ УРОВНЯ,ไม่ผ่านด่าน,लेवल विफल
Lamb Chops,Text,,Lamb Chops,Sườn cừu,羊排,양갈비,ラムチョップ,Côtelettes d'agneau,Chuletas de cordero,Costeletas de cordeiro,Kambing Cincang,Kuzu Pirzola,Lammkoteletts,Costolette d'agnello,Бараньи отбивные,ซี่โครงแกะ,भेड़ के काटलेट
Language,Text,,Language,Ngôn ngữ,语言,언어,言語,Langue,Idioma,Idioma,Bahasa,Dil,Sprache,Lingua,Язык,ภาษา,भाषा
LanguageName,Text,,English,Tiếng Việt,中文,한국어,日本語,Français,Español,Português,Indonesia,Türkçe,Deutsch,Italiano,Русский,ไทย,हिन्दी
Languages:,Text,,Languages:,Ngôn ngữ:,语言：,언어:,言語：,Langues :,Idiomas:,Idiomas:,Bahasa:,Diller:,Sprachen:,Lingue:,Языки:,ภาษา:,भाषाएँ:
Large Bundle,Text,,Large Bundle,Gói lớn,大型礼包,대형 번들,ラージバンドル,Gros lot,Gran paquete,Pacote grande,Paket Besar,Büyük Paket,Großes Bundle,Grande pacco,Большой комплект,ชุดขนาดใหญ่,बड़ा बंडल
Lavender,Text,,Lavender,Hoa oải hương,薰衣草,라벤더,ラベンダー,Lavande,Lavanda,Lavanda,Lavender,Lavanta,Lavendel,Lavanda,Лаванда,ดอกลาเวนเดอร์,लैवेंडर
Legendary Bundle,Text,,Legendary Bundle,Gói huyền thoại,传奇礼包,전설 번들,レジェンダリーバンドル,Lot légendaire,Paquete legendario,Pacote lendário,Paket Legendaris,Efsanevi Paket,Legendäres Bundle,Pacco leggendario,Легендарный комплект,ชุดในตำนาน,लीजेंडरी बंडल
Less Offers!,Text,,Less Offers!,Ít ưu đãi hơn!,更少的优惠！,적은 혜택!,オファーが少ない！,Moins d'offres !,¡Menos ofertas!,Menos ofertas!,Penawaran Lebih Sedikit!,Daha az teklif!,Weniger Angebote!,Meno offerte!,Меньше предложений!,ข้อเสนอน้อยลง!,कम ऑफर!
Level,Text,,Level {[VALUE]},Cấp {[VALUE]},等级 {[VALUE]},레벨 {[VALUE]},レベル {[VALUE]},Niveau {[VALUE]},Nivel {[VALUE]},Nível {[VALUE]},Level {[VALUE]},Seviye {[VALUE]},Level {[VALUE]},Niveau {[VALUE]},Livello {[VALUE]},Уровень {[VALUE]},เลเวล {[VALUE]},लेवल {[VALUE]}
Lidded Tray,Text,,Lidded Tray,Khay có nắp,带盖托盘,뚜껑 있는 트레이,フタ付きトレイ,Bandeja com tampa,Bandeja con tapa,Tálca fedéllel,Kapaklı Tepsi,Tablett mit Deckel,Plateau avec couvercle,Vassoio con coperchio,Лоток с крышкой,ถาดมีฝาปิด,ढक्कन लगी ट्रे
Limited Bundle,Text,,Limited Bundle,Gói giới hạn,限量礼包,한정 번들,限定バンドル,Pacote Limitado,Paquete limitado,Csomag korlátozott,Limitli Paket,Limitiertes Bundle,Lot limité,Pacchetto limitato,Ограниченный комплект,ชุดของขวัญจำกัด,सीमित बंडल
Limited Offer,Text,,Limited Offer,Ưu đãi có giới hạn,限时优惠,한정 혜택,期間限定オファー,Oferta Limitada,Oferta limitada,Korlátozott ajánlat,Limitli Teklif,Limitierte Aktion,Offre limitée,Offerta limitata,Ограниченное предложение,ข้อเสนอจำกัด,सीमित ऑफर
Loading,Text,,Loading,Đang tải,加载中,로딩 중,読み込み中,Carregando,Cargando,Töltés,Yükleniyor,Lädt,Chargement,Caricamento,Загрузка,กำลังโหลด,लोड हो रहा है
Loading.,Text,,Loading.,Đang tải.,加载中。,로딩 중.,読み込み中。,Carregando.,Cargando.,Töltés.,Yükleniyor.,Lädt.,Chargement.,Caricamento.,Загрузка.,กำลังโหลด.,लोड हो रहा है।
Loading..,Text,,Loading..,Đang tải..,加载中..,로딩 중..,読み込み中..,Carregando..,Cargando..,Töltés..,Yükleniyor..,Lädt..,Chargement..,Caricamento..,Загрузка..,กำลังโหลด..,लोड हो रहा है..
Loading...,Text,,Loading...,Đang tải...,加载中...,로딩 중...,読み込み中...,Carregando...,Cargando...,Töltés...,Yükleniyor...,Lädt...,Chargement...,Caricamento...,Загрузка...,กำลังโหลด...,लोड हो रहा है...
Lobster,Text,,Lobster,Tôm hùm,龙虾,바닷가재,ロブスター,Lagosta,Langosta,Homár,Istakoz,Hummer,Homard,Astice,Омар,ล็อบสเตอร์,झींगा मछली
Lock & Key,Text,,Lock & Key,Ổ khóa & Chìa khóa,锁与钥匙,자물쇠와 열쇠,ロック＆キー,Cadeado e chave,Cerradura y llave,Zár és kulcs,Kilit & Anahtar,Schloss und Schlüssel,Serrure et clé,Lucchetto e chiave,Замок и ключ,กุญแจและแม่กุญแจ,तालाबंदी और चाबी
Macaron,Text,,Macaron,Bánh macaron,马卡龙,마카롱,マカロン,Macaron,Macaron,Macaron,Macaron,Macaron,Macaron,Macaron,Макарон,มากาฮอง,मॅकरून
Made a mistake? Undo your last move!,Text,,Made a mistake? Undo your last move!,Làm sai rồi? Hoàn tác bước cuối cùng!,出错了吗？撤销上一步操作！,실수했나요? 마지막 동작을 취소하세요!,間違えた？最後の動きを取り消そう！,Cometeu um erro? Desfaça o último movimento!,¿Cometiste un error? ¡Deshaz tu último movimiento!,Hibáztál? Vond vissza az utolsó lépést!,Hata mı yaptın? Son hamleni geri al!,Fehler gemacht? Rückgängig machen!,Une erreur ? Annulez le dernier coup !,Hai commesso un errore? Annulla l’ultima mossa!,Сделали ошибку? Отмените последний ход!,ผิดพลาด? ยกเลิกการเคลื่อนไหวล่าสุดของคุณ!,गलती की? अपनी अंतिम चाल को पूर्ववत करें!
Meat,Text,,Meat,Thịt,肉类,고기,肉,Carne,Carne,Hús,Et, Fleisch,Viande,Carne,Мясо,เนื้อ,मांस
Mini Bundle,Text,,Mini Bundle,Gói nhỏ,迷你礼包,미니 번들,ミニバンドル,Mini Pacote,Paquete mini,Mini csomag,Mini Paket,Mini-Bundle,Mini lot,Mini pacchetto,Мини-комплект,ชุดขนาดเล็ก,मिनी बंडल
Mini Grill,Text,,Mini Grill,Vỉ nướng mini,迷你烤架,미니 그릴,ミニグリル,Mini Grelha,Mini parrilla,Mini grill,Mini Izgara,Mini-Grill,Mini grill,Mini griglia,Мини-гриль,เตาย่างขนาดเล็ก,मिनी ग्रिल
Mini Tray,Text,,Mini Tray,Khay nhỏ,迷你托盘,미니 트레이,ミニトレイ,Mini Bandeja,Bandeja mini,Mini tálca,Mini Tepsi,Mini-Tablett,Mini-plateau,Vassoio mini,Мини-лоток,ถาดขนาดเล็ก,मिनी ट्रे
"Mini trays only one item!","Text",,"Mini trays only one item!","Khay nhỏ chỉ chứa được một món!","迷你托盘只能放一个物品！","미니 트레이는 하나만 담을 수 있어요!","ミニトレイには1つのアイテムしか置けません！","Mini bandejas só podem conter um item!","¡Las bandejas mini solo pueden contener un objeto!","Mini tray hanya bisa menampung satu item!","Mini tepsilere yalnızca bir öğe konulabilir!","Mini-Tabletts nur für ein Element!","Les mini plateaux ne peuvent contenir qu’un seul objet !","I mini vassoi contengono solo un oggetto!","Мини-подносы могут содержать только один предмет!","ถาดขนาดเล็กใส่ของได้แค่อย่างเดียว!","मिनी ट्रे में केवल एक वस्तु हो सकती है!"
More Offers!,Text,,More Offers!,Nhiều ưu đãi hơn!,更多优惠！,더 많은 혜택!,より多くのオファー！,Plus d'offres !,¡Más ofertas!,Mais ofertas!,Lebih banyak penawaran!,Daha fazla teklif!,Mehr Angebote!,Più offerte!,Больше предложений!,ข้อเสนอเพิ่มเติม!,अधिक ऑफर!
More lives,Text,,More lives,Thêm mạng,更多生命,추가 생명,ライフを追加,Plus de vies,Más vidas,Mais vidas,Lebih banyak nyawa,Daha fazla can,Mehr Leben,Più vite,Больше жизней,เพิ่มชีวิต,अधिक जीवन
Music,Text,,Music,Âm nhạc,音乐,음악,音楽,Musique,Música,Música,Musik, Müzik,Musik,Musica,Музыка,ดนตรี,संगीत
New booster unlocked!,Text,,New booster unlocked!,Đã mở khóa vật phẩm tăng cường mới!,新助推器已解锁！,새 부스터가 잠금 해제되었습니다!,新しいブースターがアンロックされました！,Nouveau booster débloqué !,¡Nuevo potenciador desbloqueado!,Novo impulsionador desbloqueado!,Booster baru dibuka!,Yeni güçlendirici açıldı!,Neuer Booster freigeschaltet!,Nuovo potenziamento sbloccato!,Новый бустер разблокирован!,ปลดล็อกบูสเตอร์ใหม่!,नया बूस्टर अनलॉक किया गया!
Next life in:,Text,,Next life in:,Mạng tiếp theo sau:,下一条命在：,다음 생명까지:,次のライフまで：,Prochaine vie dans :,Próxima vida en:,Próxima vida em:,Nyawa berikutnya dalam:,Sonraki can için kalan süre:,Nächstes Leben in:,Prossima vita tra:,Следующая жизнь через:,ชีวิตถัดไปใน:,अगला जीवन:
Noodle,Text,,Noodle,Mì,面条,면,ヌードル,Nouille,Fideos,Macarrão,Mie,Makarna,Nudel,Tagliatella,Лапша,บะหมี่,नूडल
Octochef!,Text,,Octochef!,Octochef!,章鱼厨师！,옥토셰프!,オクトシェフ！,Octochef !,¡Octochef!,Octochef!,Octochef!,Octochef!,Octochef!,Octochef!,Осьминог-повар!,หมึกเซฟ!,ऑक्टोशेफ!
Octopus,Text,,Octopus,Bạch tuộc,章鱼,문어,タコ,Poulpe,Pulpo,Polvo,Gurita,Ahtapot,Oktopus,Polpo,Осьминог,ปลาหมึกยักษ์,ऑक्टोपस
"Once all pickup turns are used, the tray will be locked!",Text,,"Once all pickup turns are used, the tray will be locked!","Khi đã nhặt hết lượt, khay sẽ bị khóa!",取完所有次数后，托盘将被锁定！,모든 픽업 턴이 소모되면 트레이가 잠깁니다!,すべての取得回数を使い切るとトレイがロックされます！,Une fois tous les tours de ramassage utilisés, le plateau sera verrouillé !,¡Una vez que se usen todos los turnos de recogida, la bandeja se bloqueará!,Uma vez que todas as tentativas de coleta sejam usadas, a bandeja será bloqueada!,Setelah semua giliran pengambilan habis, baki akan terkunci!,Tüm alma hakları kullanıldığında tepsi kilitlenir!,Sobald alle Abholversuche aufgebraucht sind, wird das Tablett gesperrt!,Una volta utilizzati tutti i turni di prelievo, il vassoio verrà bloccato!,Когда все попытки забора исчерпаны, поднос будет заблокирован!,เมื่อใช้โอกาสหยิบครบถ้วนแล้ว ถาดจะถูกล็อค!,सभी पिकअप मोड़ उपयोग हो जाने पर ट्रे लॉक हो जाएगी!
Oven,Text,,Oven,Lò nướng,烤箱,오븐,オーブン,Four,Horno,Forno,Oven,Fırın,Ofen,Forno,Духовка,เตาอบ,ओवन
Over Mitts,Text,,Over Mitts,Găng tay lò nướng,烤箱手套,오븐 장갑,オーブンミット,Maniques,Guantes de horno,Luvas de forno,Sarung Oven,Fırın Eldiveni,Ofenhandschuhe,Guanti da forno,Прихватки,ถุงมือเตาอบ,ओवन मिट
Oyster,Text,,Oyster,Hàu,牡蛎,굴,牡蠣,Huître,Ostra,Ostra,Tiram,İstiridye,Auster,Ostrica,Устрица,หอยนางรม,ऑयस्टर
Pizza,Text,,Pizza,Bánh pizza,比萨,피자,ピザ,Pizza,Pizza,Pizza,Pizza,Pizza,Pizza,Pizza,Пицца,พิซซ่า,पिज्जा
Play,Text,,Play,Chơi,玩,플레이,プレイ,Jouer,Jugar,Jogar,Mainkan,Oyna,Spielen,Gioca,Играть,เล่น,खेलें
Pork Leg,Text,,Pork Leg,Chân giò heo,猪腿,돼지 다리,豚足,Pernil de cerdo,Pierna de cerdo,Kaki Babi,Domuz Bacağı,Schweinekeule,Jarret de porc,Coscia di maiale,Свиная ножка,ขาหมู,सुअर का पैर
Pork Skewers,Text,,Pork Skewers,Thịt xiên heo,猪肉串,돼지고기 꼬치,豚串,Espetada de porco,Brochetas de cerdo,Sate Babi,Domuz Şişi,Schweinespieße,Brochette de porc,Spiedini di maiale,Свиной шашлык,หมูปิ้ง,सूअर के कटे टुकड़ों की सीख
Pretzel,Text,,Pretzel,Bánh xoắn,扭结饼,프레첼,プレッツェル,Pretzel,Pretzel,Pretzel,Pretzel,Brezel,Pretzel,Pretzel,Крендель,เพรทเซล,प्रेट्ज़ेल
Privacy Policy,Text,,Privacy Policy,Chính sách bảo mật,隐私政策,개인정보 보호정책,プライバシーポリシー,Política de Privacidade,Política de privacidad,Kebijakan Privasi,Gizlilik Politikası,Datenschutzrichtlinie,Politique de confidentialité,Politica sulla privacy,Политика конфиденциальности,นโยบายความเป็นส่วนตัว,गोपनीयता नीति
Quit,Text,,Quit,Thoát,退出,나가기,終了,Sair,Salir,Keluar,Çıkış,Beenden,Quitter,Esci,Выйти,ออก,छोड़ें
Rate,Text,,Rate,Đánh giá,评分,평가하기,評価する,Avaliar,Calificar,Nilai,Değerlendir,Bewerten,Noter,Valuta,Оценить,ให้คะแนน,रेट करें
Raw Meat,Text,,Raw Meat,Thịt sống,生肉,생고기,生肉,Carne crua,Carne cruda,Daging Mentah,Çiğ Et,Rohes Fleisch,Viande crue,Carne cruda,Сырое мясо,เนื้อดิบ,कच्चा मांस
Red Velvet,Text,,Red Velvet,Bánh nhung đỏ,红丝绒,레드벨벳,レッドベルベット,Veludo vermelho,Terciopelo rojo,Red Velvet,Red Velvet,Red Velvet,Velours rouge,Red Velvet,Красный бархат,เรดเวลเวต,रेड वेलवेट
Refill,Text,,Refill,Nạp lại,补充,리필,リフィル,Recarregar,Recargar,Isi ulang,Yenile,Nachfüllen,Recharger,Ricarica,Пополнить,เติมใหม่,पुनर्भरण
Refresh all items!,Text,,Refresh all items!,Làm mới tất cả món!,刷新所有物品！,모든 아이템 새로고침!,すべてのアイテムをリフレッシュ！,Atualizar todos os itens!,¡Refresca todos los ítems!,Segarkan semua item!,Tüm ürünleri yenile!,Alle Elemente aktualisieren!,Actualiser tous les objets !,Aggiorna tutti gli articoli!,Обновить все предметы!,รีเฟรชไอเท็มทั้งหมด!,सभी वस्तुएं रीफ़्रेश करें!
Remove an item from the plate,Text,,Remove an item from the plate,Gỡ một món khỏi đĩa,从盘子中移除一个物品,접시에서 아이템 하나 제거,皿からアイテムを取り除く,Remover um item do prato,Remover un elemento del plato,Hapus satu item dari piring,Tabaktan bir ögeyi çıkar,Element vom Teller entfernen,Retirer un objet de l’assiette,Rimuovi un elemento dal piatto,Удалить предмет с тарелки,นำไอเท็มออกจากจาน,प्लेट से एक वस्तु हटाएं
Rescue Pack,Text,,Rescue Pack,Gói cứu trợ,救援包,구조 팩,レスキューパック,Pacote de resgate,Paquete de rescate,Paket Penyelamatan,Kurtarma Paketi,Rettungspaket,Pack de secours,Pacchetto di salvataggio,Спасательный набор,ชุดกู้ภัย,रेस्क्यू पैक
Restore,Text,,Restore,Khôi phục,恢复,복원,復元,Restaurar,Restaurar,Pulihkan,Geri Yükle,Wiederherstellen,Restaurer,Ripristina,Восстановить,กู้คืน,पुनर्स्थापित करें
Retry,Text,,Retry,Thử lại,重试,재도전,リトライ,Tentar novamente,Intentar de nuevo,Coba lagi,Yeniden dene,Erneut versuchen,Recommencer,Riprova,Попробовать еще раз,ลองอีกครั้ง,पुनः प्रयास करें
Reward,Text,,Reward,Phần thưởng,奖励,보상,報酬,Recompensa,Recompensa,Hadian,Ödül,Belohnung,Récompense,Ricompensa,Награда,รางวัล,इनाम
Roast Beef,Text,,Roast Beef,Thịt bò quay,烤牛肉,로스트비프,ローストビーフ,Carne assada,Carne asada,Rost Daging Sapi,Rosto Sığır Eti,Roastbeef,Rôti de bœuf,Manzo arrosto,Ростбиф,เนื้ออบ,रोस्ट बीफ़
Salmon,Text,,Salmon,Cá hồi,三文鱼,연어,サーモン,Salmão,Salmón,Salmon,Somon,Lachs,Saumon,Salmone,Лосось,ปลาแซลมอน,सैल्मन
Sausage,Text,,Sausage,Xúc xích,香肠,소시지,ソーセージ,Salsicha,Salchicha,Sosis,Sosis,Wurst,Saucisse,Salsiccia,Колбаса,ไส้กรอก,सॉसेज
Scallops,Text,,Scallops,Sò điệp,扇贝,가리비,ホタテ,Vieiras,Vieiras,Kerang,Deniz Tarağı,Jakobsmuscheln,Coquilles Saint-Jacques,Capesante,Морские гребешки,หอยเชลล์,स्कैलप्स
Sea Food,Text,,Sea Food,Hải sản,海鲜,해산물,シーフード,Frutos do mar,Mariscos,Makanan Laut,Deniz Ürünleri,Meeresfrüchte,Fruits de mer,Frutti di mare,Морепродукты,อาหารทะเล,समुद्री भोजन
Secret items hide their color until sorted correctly!,Text,,Secret items hide their color until sorted correctly!,Vật phẩm bí mật ẩn màu cho đến khi được sắp đúng!,秘密物品会隐藏颜色，直到正确排序！,비밀 아이템은 올바르게 정리할 때까지 색이 숨겨집니다!,秘密のアイテムは正しく並べるまで色が隠れています！,Os itens secretos escondem sua cor até serem organizados corretamente!,¡Los objetos secretos ocultan su color hasta que sean ordenados correctamente!,A titkos tárgyak rejtik a színüket, amíg helyesen nem rendezik őket!,Gizli öğeler doğru şekilde sıralanana kadar renklerini saklar!,Geheime Gegenstände verbergen ihre Farbe, bis sie richtig sortiert werden!,Les objets secrets cachent leur couleur jusqu'à ce qu'ils soient correctement triés !,Gli oggetti segreti nascondono il loro colore fino a quando non saranno ordinati correttamente!,Секретные предметы скрывают свой цвет, пока не будут отсортированы правильно!,ไอเท็มลับซ่อนสีไว้จนกว่าจะจัดเรียงถูกต้อง!,गुप्त वस्तुएँ तब तक अपना रंग छुपाती हैं जब तक उन्हें सही ढंग से नहीं छांटा जाता है!
